customer_id,signup_date,zone,area,home_lat,home_lng,vehicle_size,is_subscriber,total_bookings,avg_rating,complaints,days_since_last_booking,churned
U00627,2024-11-22,north,Cyber Hub,28.49945,77.09974,suv,0,9,3.78,0,5,
U00628,2025-01-15,east,Sector 56,28.41699,77.1057,sedan,1,30,4.23,0,54,0
U00629,2024-02-03,north,Cyber Hub,28.50347,77.08586,hatchback,1,30,3.93,0,0,0
U00630,2024-09-28,north,DLF Phase 3,28.48697,77.09339,hatchback,0,8,4.5,0,94,
U00631,2024-09-12,south,Sohna Road,28.40339,77.04382,suv,1,36,3.33,1,1,0
U00632,2024-02-27,west,Sector 14,28.46173,77.01965,sedan,1,30,4.0,0,53,0
U00633,2024-09-14,north,DLF Phase 3,28.48669,77.08761,sedan,1,34,4.12,0,6,0
U00634,2025-07-21,south,Sohna Road,28.40964,77.0053,suv,0,9,3.22,1,134,
U00635,2024-06-23,north,DLF Phase 3,28.49414,77.09814,sedan,1,33,3.18,4,4,1
U00636,2024-05-15,west,Sector 14,28.44969,77.02645,sedan,1,29,3.79,0,20,0
U00637,2025-02-02,north,Golf Course Road,28.42946,77.10193,suv,1,30,3.1,4,12,0
U00638,2025-07-03,east,Sector 56,28.42833,77.10073,suv,0,10,3.4,1,79,
U00639,2024-05-27,west,Sector 14,28.47302,77.02497,hatchback,0,12,3.42,0,130,
U00640,2025-06-02,north,Udyog Vihar,28.49423,77.09833,sedan,0,10,3.6,0,158,
U00641,2024-11-23,north,Golf Course Road,28.43322,77.12305,sedan,0,8,3.12,1,148,
U00642,2025-08-20,south,Sohna Road,28.42521,77.03298,suv,1,30,4.4,0,2,1
U00643,2025-10-07,north,Udyog Vihar,28.49549,77.08548,sedan,1,26,4.27,0,31,0
U00644,2024-08-21,north,Udyog Vihar,28.50205,77.08975,suv,0,4,3.25,0,170,
U00645,2024-10-06,north,Cyber Hub,28.47257,77.08675,suv,0,7,4.43,0,86,
U00646,2025-03-28,south,Sohna Road,28.39806,77.03518,sedan,0,5,4.6,0,40,
U00647,2024-01-02,east,Sector 56,28.43405,77.08618,suv,0,8,3.38,0,10,
U00648,2025-11-07,north,Udyog Vihar,28.5145,77.09476,sedan,0,8,4.5,0,130,
U00649,2025-03-03,west,New Gurgaon,28.41423,76.96371,sedan,0,6,3.67,0,96,
U00650,2025-02-16,south,Sohna Road,28.39069,77.00363,sedan,0,7,3.71,0,28,
U00651,2024-03-30,north,Cyber Hub,28.50533,77.07452,suv,1,26,4.35,0,16,1
U00652,2025-11-19,west,New Gurgaon,28.41553,76.98983,sedan,0,4,3.75,0,62,
U00653,2025-06-10,south,Sohna Road,28.40302,77.03336,sedan,0,8,3.25,0,233,
U00654,2024-09-05,south,Manesar,28.35202,76.92804,hatchback,0,8,3.5,0,59,
U00655,2024-12-18,north,Golf Course Road,28.45015,77.09749,hatchback,0,17,3.76,0,18,
U00656,2025-04-20,north,DLF Phase 3,28.50356,77.09886,sedan,0,8,3.75,0,32,
U00657,2025-06-17,north,Cyber Hub,28.51346,77.10262,suv,0,10,4.0,0,143,
U00658,2025-08-27,north,DLF Phase 3,28.48538,77.11335,hatchback,0,7,3.29,1,23,
U00659,2024-10-09,north,DLF Phase 3,28.4642,77.09372,hatchback,1,30,4.07,0,18,0
U00660,2025-05-27,west,Sector 14,28.46959,77.02831,suv,0,8,3.62,0,202,
U00661,2024-01-01,south,Sohna Road,28.39658,77.03274,suv,0,8,4.5,0,52,
U00662,2025-03-18,north,Cyber Hub,28.49213,77.08247,hatchback,0,12,3.58,0,109,
U00663,2024-03-25,north,Udyog Vihar,28.50035,77.09245,suv,0,6,3.67,0,20,
U00664,2025-08-25,west,Sector 14,28.47016,77.04042,sedan,0,11,3.55,1,36,
U00665,2025-09-13,north,Golf Course Road,28.44084,77.11791,sedan,0,9,3.78,0,65,
U00666,2024-02-23,north,Golf Course Road,28.46731,77.08341,suv,0,11,4.73,0,34,
U00667,2024-10-25,north,Cyber Hub,28.48543,77.10228,hatchback,0,10,4.0,0,48,
U00668,2024-08-07,west,Palam Vihar,28.53345,77.03661,hatchback,0,12,4.5,0,123,
U00669,2024-05-18,north,Cyber Hub,28.50213,77.08389,sedan,1,16,4.12,0,23,0
U00670,2025-06-09,north,Cyber Hub,28.48981,77.09387,sedan,0,10,4.0,0,113,
U00671,2025-01-15,north,Cyber Hub,28.47054,77.0874,sedan,0,8,3.62,0,85,
U00672,2024-01-01,west,New Gurgaon,28.40671,76.99408,suv,1,30,3.63,0,6,0
U00673,2025-04-21,north,Udyog Vihar,28.49078,77.06997,sedan,1,31,4.81,0,58,0
U00674,2024-01-10,north,Cyber Hub,28.49435,77.08462,hatchback,1,30,3.5,2,10,1
U00675,2024-12-21,west,Sector 14,28.46633,77.03013,sedan,1,24,3.96,0,76,0
U00676,2024-10-13,south,Manesar,28.35842,76.93516,sedan,0,5,3.2,1,48,
U00677,2024-12-05,north,Cyber Hub,28.49848,77.08626,suv,0,7,3.43,0,12,
U00678,2025-10-23,west,Palam Vihar,28.52983,77.03728,suv,1,24,3.88,0,30,0
U00679,2024-09-28,north,Cyber Hub,28.49534,77.09647,hatchback,0,6,4.83,0,69,
U00680,2024-10-08,north,Udyog Vihar,28.50095,77.08457,sedan,1,34,3.88,0,17,0
U00681,2024-10-20,north,Golf Course Road,28.44432,77.11867,sedan,0,10,3.7,0,149,
U00682,2025-07-19,south,Sohna Road,28.39691,77.04113,suv,0,5,3.4,0,129,
U00683,2024-12-10,west,Sector 14,28.47257,77.01798,hatchback,0,7,3.86,0,28,
U00684,2025-11-05,north,Cyber Hub,28.49648,77.10379,hatchback,0,7,3.57,0,24,
U00685,2024-06-25,west,Palam Vihar,28.50469,77.04326,hatchback,1,29,3.17,2,19,0
U00686,2025-09-03,south,Sohna Road,28.41214,77.04694,hatchback,0,3,4.0,0,2,
U00687,2025-03-17,south,Sohna Road,28.39726,77.06309,hatchback,0,3,2.67,1,77,
U00688,2025-07-21,east,Sector 56,28.42589,77.11462,suv,0,7,4.0,0,3,
U00689,2024-08-05,south,Manesar,28.37001,76.94011,sedan,1,34,3.53,1,10,0
U00690,2025-08-17,north,Udyog Vihar,28.49719,77.08665,sedan,0,9,4.0,0,9,
U00691,2024-03-28,west,Palam Vihar,28.51203,77.02802,sedan,1,35,3.63,0,19,0
U00692,2025-10-29,north,Cyber Hub,28.4935,77.07855,hatchback,0,7,3.14,1,11,
U00693,2024-12-03,south,Sohna Road,28.4108,77.0273,hatchback,0,5,4.0,0,100,
U00694,2025-03-05,north,Cyber Hub,28.5103,77.08195,hatchback,0,8,4.38,0,50,
U00695,2024-08-17,east,Sector 56,28.43277,77.09448,suv,0,7,4.71,0,131,
U00696,2024-05-06,north,DLF Phase 3,28.50788,77.08203,sedan,1,27,3.89,0,24,0
U00697,2024-09-20,north,Udyog Vihar,28.50713,77.09102,hatchback,1,26,4.38,0,18,0
U00698,2024-06-15,north,Udyog Vihar,28.51608,77.10116,sedan,1,27,3.26,2,3,1
U00699,2025-05-17,south,Sohna Road,28.42909,77.06223,hatchback,0,7,3.43,0,113,
U00700,2025-04-24,north,Golf Course Road,28.4604,77.09518,hatchback,0,6,3.33,0,116,
U00701,2024-07-20,west,Palam Vihar,28.50528,77.02847,hatchback,0,6,4.33,0,131,
U00702,2025-06-27,north,Cyber Hub,28.47907,77.08861,sedan,0,7,4.29,0,27,
U00703,2024-11-26,north,DLF Phase 3,28.49246,77.10692,suv,1,40,3.45,0,23,0
U00704,2024-02-06,south,Sohna Road,28.40674,77.02755,suv,0,4,4.75,0,34,
U00705,2025-01-07,north,Udyog Vihar,28.50883,77.05695,suv,0,8,3.5,0,115,
U00706,2024-11-25,east,Sector 56,28.39985,77.09465,suv,1,30,3.37,3,8,0
U00707,2024-05-20,east,Sector 56,28.39602,77.09608,suv,0,4,3.25,0,3,
U00708,2025-01-04,east,Sector 56,28.41894,77.10325,suv,0,7,4.0,0,11,
U00709,2024-08-18,north,Golf Course Road,28.43421,77.103,suv,1,24,3.5,0,28,0
U00710,2024-11-12,south,Sohna Road,28.41555,77.02961,sedan,1,20,3.65,0,11,1
U00711,2024-04-15,north,Cyber Hub,28.4962,77.0931,suv,1,30,3.83,0,62,1
U00712,2024-10-24,south,Sohna Road,28.41531,77.0369,hatchback,0,10,4.1,0,30,
U00713,2025-04-21,north,Golf Course Road,28.44903,77.10323,hatchback,0,7,3.57,0,72,
U00714,2025-02-19,west,Palam Vihar,28.50793,77.04871,hatchback,0,8,4.5,0,15,
U00715,2025-09-19,south,Sohna Road,28.42532,77.0394,sedan,0,13,3.31,1,73,
U00716,2025-09-29,south,Manesar,28.3683,76.92677,suv,0,12,4.17,0,74,
U00717,2024-01-07,north,Udyog Vihar,28.51238,77.08616,hatchback,0,7,3.71,0,109,
U00718,2025-11-27,north,Cyber Hub,28.51652,77.06437,sedan,1,29,4.14,0,9,0
U00719,2025-01-30,north,Cyber Hub,28.50359,77.08768,suv,1,21,4.24,0,18,0
U00720,2025-01-22,west,Palam Vihar,28.51647,77.02436,hatchback,0,13,3.92,0,9,
U00721,2025-10-29,north,Cyber Hub,28.47429,77.08968,suv,0,8,4.62,0,82,
U00722,2024-09-13,east,Sector 56,28.4136,77.10121,hatchback,0,11,3.18,1,101,
U00723,2024-03-08,north,Golf Course Road,28.43457,77.11584,sedan,1,27,4.41,0,46,0
U00724,2024-02-01,west,Palam Vihar,28.52058,77.03994,suv,1,29,3.34,0,4,0
U00725,2024-02-21,north,Golf Course Road,28.45053,77.11951,hatchback,0,9,4.0,0,24,
U00726,2025-01-25,south,Manesar,28.36394,76.92617,sedan,1,31,4.0,0,23,0
U00727,2024-04-01,west,Palam Vihar,28.50997,77.02866,suv,0,13,3.85,0,22,
U00728,2025-08-13,north,DLF Phase 3,28.48804,77.09515,sedan,0,7,4.0,0,42,
U00729,2025-09-11,west,Sector 14,28.47184,77.04057,suv,1,33,3.7,1,4,0
U00730,2024-09-15,north,Udyog Vihar,28.50076,77.09445,sedan,1,34,4.06,0,4,1
U00731,2025-08-24,north,Udyog Vihar,28.52344,77.08042,sedan,1,22,4.05,0,32,0
U00732,2024-05-19,south,Sohna Road,28.41302,77.04434,sedan,0,10,3.3,0,50,
U00733,2024-04-16,west,Palam Vihar,28.50143,77.05667,hatchback,1,28,4.43,0,19,0
U00734,2025-05-22,north,Golf Course Road,28.44757,77.0919,hatchback,0,9,4.78,0,123,
U00735,2025-08-26,north,DLF Phase 3,28.47131,77.0932,sedan,1,17,4.18,0,31,1
U00736,2025-08-22,north,Udyog Vihar,28.51684,77.12201,sedan,1,35,3.49,2,53,1
U00737,2024-11-03,south,Sohna Road,28.41945,77.03496,suv,0,11,4.55,0,65,
U00738,2025-03-11,south,Sohna Road,28.40246,77.03623,sedan,0,2,3.5,0,375,
U00739,2024-05-25,north,Golf Course Road,28.44392,77.09056,hatchback,0,8,3.75,0,53,
U00740,2025-02-08,west,New Gurgaon,28.4203,76.9752,suv,0,6,4.5,0,45,
U00741,2025-11-15,south,Sohna Road,28.40035,77.05288,suv,1,34,4.44,0,14,1
U00742,2025-06-09,west,New Gurgaon,28.39621,76.99128,sedan,1,22,3.73,0,47,1
U00743,2025-06-23,south,Sohna Road,28.42941,77.0302,hatchback,1,30,3.4,3,3,0
U00744,2024-03-05,west,New Gurgaon,28.4179,76.99544,sedan,0,9,3.67,0,64,
U00745,2024-09-19,south,Sohna Road,28.40644,77.02533,hatchback,0,9,4.0,0,9,
U00746,2025-02-06,south,Sohna Road,28.41647,77.04995,hatchback,0,12,4.08,0,17,
U00747,2025-09-07,east,Sector 56,28.43207,77.10212,hatchback,0,13,4.0,0,26,
U00748,2024-08-14,south,Manesar,28.34302,76.94962,sedan,0,16,2.94,4,39,
U00749,2025-03-31,east,Sector 56,28.42047,77.10769,hatchback,1,26,3.38,0,21,0
U00750,2024-08-26,north,Cyber Hub,28.50207,77.0884,suv,0,8,3.62,0,32,
U00751,2024-11-05,east,Sector 56,28.44555,77.10664,hatchback,1,28,3.5,2,25,0
U00752,2025-10-16,west,Sector 14,28.48364,77.03713,sedan,0,9,3.78,0,11,
U00753,2025-10-17,north,Cyber Hub,28.51779,77.10337,suv,0,10,3.8,0,15,
U00754,2024-03-16,north,Golf Course Road,28.43348,77.08378,sedan,1,37,3.57,0,4,0
U00755,2025-04-25,north,DLF Phase 3,28.48979,77.1134,suv,0,7,3.43,0,3,
U00756,2025-09-03,west,Palam Vihar,28.50914,77.02976,suv,1,28,3.68,0,10,0
U00757,2025-08-03,north,Cyber Hub,28.4868,77.07549,suv,1,36,4.5,0,64,0
U00758,2024-10-13,north,Cyber Hub,28.48414,77.10329,hatchback,0,8,3.75,0,74,
U00759,2025-10-06,south,Sohna Road,28.41398,77.04918,hatchback,0,5,4.4,0,14,
U00760,2025-05-13,north,Udyog Vihar,28.50375,77.08236,sedan,0,8,4.62,0,85,
U00761,2024-04-07,south,Sohna Road,28.41629,77.06314,sedan,0,14,4.43,0,173,
U00762,2024-05-16,east,Sector 56,28.44176,77.10669,suv,0,8,3.62,0,1,
U00763,2025-05-29,south,Sohna Road,28.40212,77.02866,suv,1,24,4.33,0,19,0
U00764,2024-11-17,west,Palam Vihar,28.53137,77.04972,sedan,0,8,3.75,0,52,
U00765,2025-03-09,west,Sector 14,28.49444,77.0139,sedan,0,9,3.33,0,173,
U00766,2025-10-29,south,Manesar,28.35935,76.96721,sedan,0,8,3.0,0,5,
U00767,2024-12-02,north,Golf Course Road,28.44838,77.09282,sedan,0,11,3.91,0,4,
U00768,2025-10-24,west,Sector 14,28.45022,77.0459,suv,0,11,4.45,0,130,
U00769,2024-03-30,north,Udyog Vihar,28.49204,77.0733,suv,0,9,4.56,0,73,
U00770,2025-06-23,north,DLF Phase 3,28.50827,77.09389,suv,0,10,3.9,0,82,
U00771,2024-08-16,east,Sector 56,28.40672,77.10607,hatchback,0,6,4.83,0,136,
U00772,2025-03-13,west,New Gurgaon,28.41453,76.96589,sedan,1,34,3.74,0,23,1
U00773,2025-10-06,south,Manesar,28.35413,76.94208,hatchback,1,24,3.33,1,38,0
U00774,2025-01-21,north,Cyber Hub,28.50234,77.08672,hatchback,1,27,3.93,0,43,0
U00775,2024-02-25,east,Sector 56,28.40275,77.1209,sedan,0,8,3.62,0,26,
U00776,2024-02-25,north,DLF Phase 3,28.48389,77.11025,sedan,1,30,3.73,1,63,0
U00777,2025-05-24,north,DLF Phase 3,28.50454,77.10316,suv,0,7,3.71,1,75,
U00778,2024-04-30,west,Sector 14,28.45167,76.99636,sedan,0,15,4.27,0,91,
U00779,2024-09-23,west,New Gurgaon,28.40663,76.985,sedan,0,9,3.89,0,163,
U00780,2024-04-03,north,Golf Course Road,28.44903,77.11281,suv,0,11,3.36,1,18,
U00781,2025-01-12,north,DLF Phase 3,28.49021,77.0977,hatchback,0,12,4.58,0,34,
U00782,2025-11-11,north,Udyog Vihar,28.50953,77.09352,hatchback,1,25,3.36,1,6,0
U00783,2025-07-19,west,New Gurgaon,28.43909,76.98843,suv,1,25,3.84,0,8,1
U00784,2025-03-09,west,New Gurgaon,28.42696,76.97259,sedan,0,7,4.29,0,22,
U00785,2024-10-01,north,Golf Course Road,28.44516,77.08925,hatchback,0,3,3.67,0,261,
U00786,2024-06-14,east,Sector 56,28.43057,77.08286,suv,0,4,4.5,0,98,
U00787,2024-03-19,east,Sector 56,28.42951,77.10445,suv,0,10,4.1,0,54,
U00788,2024-03-30,north,Cyber Hub,28.50827,77.09413,hatchback,0,15,3.13,1,43,
U00789,2025-09-02,north,DLF Phase 3,28.49816,77.07385,hatchback,0,7,4.29,0,105,
U00790,2025-06-02,north,Cyber Hub,28.49212,77.08023,suv,0,5,3.4,0,106,
U00791,2024-03-11,north,Cyber Hub,28.49477,77.09949,suv,0,7,4.14,0,8,
U00792,2024-07-15,north,Udyog Vihar,28.51695,77.10677,hatchback,1,34,4.35,0,11,0
U00793,2025-07-16,east,Sector 56,28.43177,77.10766,sedan,1,37,4.35,0,16,0
U00794,2024-01-23,north,DLF Phase 3,28.49281,77.08602,sedan,0,6,3.17,1,145,
U00795,2024-10-16,north,Cyber Hub,28.51177,77.09358,suv,0,5,3.8,0,116,
U00796,2024-09-02,west,Palam Vihar,28.5075,77.04735,hatchback,1,27,3.52,2,1,0
U00797,2024-03-03,south,Sohna Road,28.39865,77.01118,hatchback,0,8,4.12,0,64,
U00798,2025-04-27,west,New Gurgaon,28.42013,76.97315,sedan,1,21,3.14,3,45,1
U00799,2025-03-05,west,Palam Vihar,28.50307,77.02946,hatchback,0,8,4.12,0,51,
U00800,2024-06-27,north,Golf Course Road,28.42976,77.0836,hatchback,1,17,4.29,0,50,0
U00801,2025-04-04,west,Sector 14,28.47256,77.03842,sedan,1,20,4.35,0,9,0
U00802,2024-04-20,east,Sector 56,28.42996,77.09807,sedan,0,6,3.83,0,72,
U00803,2025-05-16,north,DLF Phase 3,28.47038,77.09744,hatchback,1,31,4.58,0,17,0
U00804,2025-09-03,north,Golf Course Road,28.4604,77.08724,hatchback,0,9,3.56,0,23,
U00805,2024-07-26,south,Manesar,28.34804,76.94938,suv,0,12,3.17,1,15,
U00806,2024-06-20,north,DLF Phase 3,28.48204,77.09911,suv,0,5,3.2,0,144,
U00807,2024-07-06,north,Golf Course Road,28.44664,77.09889,hatchback,0,5,3.6,0,90,
U00808,2025-02-13,west,Palam Vihar,28.50625,77.03842,suv,1,26,4.42,0,14,0
U00809,2025-07-22,north,DLF Phase 3,28.4945,77.10004,hatchback,0,4,4.0,0,112,
U00810,2025-10-05,north,Golf Course Road,28.4197,77.10162,suv,0,6,3.67,0,60,
U00811,2024-07-18,west,Palam Vihar,28.52969,77.01498,suv,0,5,3.0,2,3,
U00812,2025-11-07,south,Sohna Road,28.42255,77.04518,sedan,0,7,4.29,0,19,
U00813,2024-03-19,south,Manesar,28.33782,76.95341,suv,0,8,4.12,0,89,
U00814,2024-09-17,north,Golf Course Road,28.43216,77.09841,hatchback,1,33,4.15,0,4,0
U00815,2025-03-11,west,Sector 14,28.47776,77.01853,suv,1,20,3.4,1,50,0
U00816,2025-01-26,north,Cyber Hub,28.49667,77.08638,hatchback,1,22,3.18,2,39,0
U00817,2025-10-12,north,DLF Phase 3,28.4965,77.1206,suv,0,5,4.2,0,292,
U00818,2024-06-14,east,Sector 56,28.43931,77.10762,hatchback,0,7,4.43,0,16,
U00819,2025-06-10,north,Golf Course Road,28.44488,77.10022,suv,1,32,4.03,0,21,0
U00820,2025-05-13,south,Manesar,28.35265,76.94353,suv,0,7,3.71,1,92,
U00821,2025-10-30,north,Golf Course Road,28.46333,77.11434,sedan,0,3,4.67,0,277,
U00822,2024-07-21,west,Palam Vihar,28.50268,77.04169,sedan,0,12,4.17,0,24,
U00823,2024-07-15,north,DLF Phase 3,28.47991,77.10709,sedan,1,33,4.12,0,3,0
U00824,2025-06-24,west,Palam Vihar,28.50376,77.03327,hatchback,0,5,4.4,0,11,
U00825,2024-04-17,north,Golf Course Road,28.45233,77.10336,sedan,1,31,3.65,0,0,1
U00826,2024-11-04,north,DLF Phase 3,28.5035,77.10602,hatchback,0,11,3.27,0,3,
U00827,2024-06-05,north,Udyog Vihar,28.49981,77.09309,hatchback,1,32,3.59,1,77,0
U00828,2025-01-16,north,DLF Phase 3,28.49545,77.10794,sedan,1,31,3.45,2,9,0
U00829,2025-03-09,west,Palam Vihar,28.53625,77.0453,suv,0,6,3.33,1,32,
U00830,2024-08-22,north,Cyber Hub,28.49233,77.09137,sedan,0,11,3.73,0,38,
U00831,2024-10-04,west,Sector 14,28.47907,77.03665,hatchback,0,9,3.33,1,39,
U00832,2025-07-23,north,Cyber Hub,28.49605,77.09988,sedan,1,28,3.71,0,9,0
U00833,2025-03-27,north,Udyog Vihar,28.52078,77.10133,sedan,0,7,3.86,0,61,
U00834,2025-01-11,east,Sector 56,28.40933,77.09379,suv,0,6,3.67,0,10,
U00835,2024-05-23,west,Palam Vihar,28.51166,77.04947,hatchback,0,7,4.29,0,62,
U00836,2024-07-05,west,Palam Vihar,28.5122,77.03525,sedan,1,26,3.35,2,8,0
U00837,2025-02-28,south,Sohna Road,28.40715,77.03114,suv,0,7,3.43,0,167,
U00838,2024-03-18,east,Sector 56,28.4355,77.10661,hatchback,1,35,4.43,0,32,0
U00839,2025-09-22,south,Manesar,28.3625,76.96086,hatchback,0,9,4.0,0,4,
U00840,2025-05-17,north,Udyog Vihar,28.49435,77.0784,sedan,0,12,3.33,2,35,
U00841,2025-10-11,east,Sector 56,28.43469,77.09909,hatchback,1,30,4.03,0,10,0
U00842,2025-04-26,south,Sohna Road,28.41537,77.06069,sedan,1,29,4.17,0,18,0
U00843,2024-03-04,south,Manesar,28.32092,76.95568,suv,0,8,3.0,2,289,
U00844,2025-06-11,north,Udyog Vihar,28.51355,77.09008,hatchback,0,12,4.33,0,10,
U00845,2025-11-08,south,Sohna Road,28.38995,77.03965,hatchback,0,12,4.5,0,127,
U00846,2024-08-29,west,Sector 14,28.48179,77.032,suv,0,9,4.0,0,25,
U00847,2025-02-04,north,Golf Course Road,28.46067,77.09873,sedan,0,12,3.67,0,85,
U00848,2024-01-28,south,Sohna Road,28.41093,77.04339,sedan,0,4,3.5,0,111,
U00849,2024-12-04,north,Golf Course Road,28.45597,77.09951,hatchback,1,31,4.29,0,21,0
U00850,2025-03-19,north,Cyber Hub,28.50234,77.10126,sedan,0,7,4.57,0,22,
U00851,2025-04-05,north,DLF Phase 3,28.4957,77.10944,hatchback,0,7,3.86,0,83,
U00852,2024-06-09,north,Cyber Hub,28.49213,77.08314,hatchback,0,3,4.0,0,110,
U00853,2024-07-22,south,Sohna Road,28.4188,77.0359,hatchback,0,7,3.86,0,153,
U00854,2024-08-19,north,Golf Course Road,28.44655,77.10378,suv,1,28,4.25,0,5,0
U00855,2024-10-27,north,Cyber Hub,28.49402,77.09274,sedan,1,37,3.46,0,29,0
U00856,2024-05-22,south,Manesar,28.35017,76.94313,sedan,1,27,3.37,2,39,0
U00857,2024-08-20,north,DLF Phase 3,28.50183,77.07495,hatchback,0,10,3.4,0,19,
U00858,2024-07-31,west,Palam Vihar,28.4757,77.02374,sedan,0,9,3.44,0,81,
U00859,2024-10-03,east,Sector 56,28.42865,77.09918,hatchback,0,12,4.25,0,76,
U00860,2024-03-02,west,Sector 14,28.46567,77.04523,sedan,0,8,3.75,0,39,
U00861,2024-12-29,west,Sector 14,28.46548,77.01649,suv,0,7,4.14,0,17,
U00862,2024-02-20,west,New Gurgaon,28.43171,76.98463,suv,1,34,3.79,0,1,1
U00863,2024-10-17,west,Sector 14,28.50373,77.03005,sedan,1,28,4.32,0,45,0
U00864,2025-07-17,north,Golf Course Road,28.43211,77.08822,sedan,1,25,3.84,0,60,0
U00865,2024-12-24,north,DLF Phase 3,28.50488,77.10416,sedan,1,25,3.36,0,4,0
U00866,2025-12-02,west,New Gurgaon,28.43922,76.97178,hatchback,1,31,3.97,1,0,0
U00867,2024-12-18,north,Golf Course Road,28.44217,77.12506,suv,1,33,3.06,5,33,1
U00868,2024-01-01,north,DLF Phase 3,28.48456,77.13295,hatchback,1,21,4.29,0,61,1
U00869,2025-07-29,west,Sector 14,28.48433,77.03573,hatchback,0,13,4.0,0,4,
U00870,2024-12-26,south,Sohna Road,28.39588,77.0333,sedan,1,32,3.88,0,0,0
U00871,2024-04-03,west,Sector 14,28.47253,77.04703,hatchback,0,7,4.0,0,230,
U00872,2024-07-11,west,New Gurgaon,28.41528,76.97626,hatchback,1,35,3.89,0,3,0
U00873,2025-09-19,north,Golf Course Road,28.44989,77.12115,hatchback,1,27,3.44,1,31,0
U00874,2024-07-30,west,New Gurgaon,28.41485,76.99162,sedan,0,10,4.2,0,24,
U00875,2025-10-17,west,New Gurgaon,28.41839,76.99153,suv,0,6,3.17,0,64,
U00876,2025-06-08,north,Cyber Hub,28.50584,77.06113,hatchback,0,12,3.75,0,7,
U00877,2024-07-24,north,Udyog Vihar,28.51921,77.08205,sedan,1,30,3.2,2,17,1
U00878,2025-05-23,north,Golf Course Road,28.46154,77.10243,sedan,0,10,4.5,0,17,
U00879,2024-11-07,north,DLF Phase 3,28.50207,77.08164,hatchback,1,32,3.59,1,7,1
U00880,2025-09-03,north,Udyog Vihar,28.5066,77.08922,suv,0,5,3.2,0,65,
U00881,2025-05-13,west,New Gurgaon,28.3888,76.99202,sedan,0,9,4.44,0,51,
U00882,2024-11-02,south,Sohna Road,28.3972,77.02888,suv,0,5,3.6,0,62,
U00883,2024-08-31,north,Cyber Hub,28.50471,77.05575,suv,0,10,3.3,0,28,
U00884,2024-01-13,north,DLF Phase 3,28.48857,77.10451,sedan,0,3,3.33,0,4,
U00885,2024-04-03,south,Manesar,28.35047,76.94059,hatchback,0,3,4.33,0,434,
U00886,2024-02-27,south,Sohna Road,28.387,77.05799,suv,0,4,3.25,0,56,
U00887,2025-04-03,south,Sohna Road,28.40096,77.05497,hatchback,0,8,4.38,0,6,
U00888,2024-12-25,north,DLF Phase 3,28.50565,77.09329,suv,1,27,4.37,0,9,0
U00889,2025-06-11,north,Udyog Vihar,28.48276,77.08832,sedan,0,8,3.75,0,3,
U00890,2025-05-16,east,Sector 56,28.39747,77.09368,sedan,0,10,3.3,0,18,
U00891,2024-05-04,east,Sector 56,28.40015,77.11675,hatchback,1,39,3.95,0,4,0
U00892,2024-12-23,south,Sohna Road,28.40506,77.04625,hatchback,0,11,4.18,0,50,
U00893,2025-03-14,north,Golf Course Road,28.45816,77.09791,sedan,1,25,4.0,0,4,0
U00894,2025-07-21,south,Sohna Road,28.42226,77.02921,suv,0,5,4.4,0,89,
U00895,2025-08-24,west,Palam Vihar,28.50657,77.03536,hatchback,0,9,4.0,0,50,
U00896,2025-02-15,north,DLF Phase 3,28.47873,77.07186,hatchback,1,30,3.73,0,43,1
U00897,2025-02-17,north,Golf Course Road,28.40921,77.09869,hatchback,0,16,3.88,0,34,
U00898,2025-05-31,north,Cyber Hub,28.50212,77.07637,sedan,0,7,3.71,0,99,
U00899,2024-05-12,north,Cyber Hub,28.50435,77.08502,sedan,0,8,4.0,0,224,
U00900,2025-03-05,south,Sohna Road,28.40555,77.06113,sedan,0,7,3.29,0,160,
U00901,2024-05-28,north,Cyber Hub,28.49109,77.10949,sedan,0,8,4.62,0,114,
U00902,2024-05-19,west,Palam Vihar,28.5193,77.05309,sedan,0,10,4.1,0,66,
U00903,2024-09-24,east,Sector 56,28.43,77.10456,suv,0,5,3.4,0,129,
U00904,2025-01-15,west,Palam Vihar,28.50071,77.04004,hatchback,1,35,3.14,4,15,1
U00905,2024-10-29,north,Golf Course Road,28.44869,77.10416,hatchback,1,31,4.13,0,30,0
U00906,2025-09-23,south,Sohna Road,28.41934,77.05571,hatchback,0,11,4.18,0,3,
U00907,2025-10-24,west,Sector 14,28.46282,77.04881,sedan,1,27,3.15,3,2,0
U00908,2024-07-09,south,Sohna Road,28.4024,77.04873,sedan,0,5,4.0,0,1,
U00909,2024-02-05,south,Manesar,28.35207,76.93413,hatchback,0,7,3.14,1,15,
U00910,2024-09-14,south,Manesar,28.36059,76.9388,hatchback,0,6,3.0,2,68,
U00911,2024-01-22,north,Golf Course Road,28.44965,77.11611,hatchback,0,13,4.31,0,60,
U00912,2024-10-08,north,DLF Phase 3,28.49293,77.09993,hatchback,0,10,3.7,0,58,
U00913,2024-11-22,west,Palam Vihar,28.51071,77.02822,sedan,1,33,4.09,0,10,1
U00914,2024-07-22,south,Sohna Road,28.41319,77.04079,sedan,0,8,4.0,0,260,
U00915,2024-09-17,north,Cyber Hub,28.48374,77.08573,sedan,0,9,3.89,0,122,
U00916,2025-07-03,west,New Gurgaon,28.40667,76.96646,suv,0,9,3.0,1,39,
